Id,Label,timeset,modularity_class,indegree,outdegree,Degree,componentnumber,strongcompnum,weighted indegree,weighted outdegree,Weighted Degree
InstMujeres,InstMujeres,,16,1,2,3,0,1722,1,2,3
fernanmorillo,fernanmorillo,,0,0,0,0,0,0,0,0,0
Ninihelen6,Ninihelen6,,0,0,0,0,0,0,0,0,0
chinfri_80,chinfri_80,,0,0,0,0,0,0,0,0,0
rubenalonsoes,rubenalonsoes,,0,0,0,0,0,0,0,0,0
zerovero,zerovero,,0,0,0,0,0,0,0,0,0
InnowayST,InnowayST,,9,3,3,6,0,1446,3,3,6
amcliment,amcliment,,0,0,0,0,0,0,0,0,0
earriagacs,earriagacs,,9,0,2,2,0,1724,0,2,2
hecsanto,hecsanto,,0,0,0,0,0,0,0,0,0
Maria_SolanasC,Maria_SolanasC,,0,0,0,0,0,0,0,0,0
david_bxs,david_bxs,,13,1,0,1,0,1725,1,0,1
CLG25185344,CLG25185344,,11,0,2,2,0,1726,0,2,2
ffpaciente,ffpaciente,,11,1,0,1,0,1611,1,0,1
JosAnto33155023,JosAnto33155023,,0,0,0,0,0,0,0,0,0
tech4log,tech4log,,0,0,0,0,0,0,0,0,0
pablom_m,pablom_m,,6,1,0,1,0,1727,1,0,1
pradiel14,pradiel14,,0,0,0,0,0,0,0,0,0
jaimepele,jaimepele,,0,0,0,0,0,0,0,0,0
elenamadera1,elenamadera1,,0,0,0,0,0,0,0,0,0
rakel_nm,rakel_nm,,0,0,0,0,0,0,0,0,0
IDIVALdireccion,IDIVALdireccion,,11,2,1,3,0,1728,2,1,3
TurismCanarias,TurismCanarias,,0,3,0,3,0,53,3,0,3
AgustinGlezV,AgustinGlezV,,0,0,0,0,0,0,0,0,0
Newsbook_Tai,Newsbook_Tai,,0,0,0,0,0,0,0,0,0
sdli_innovation,sdli_innovation,,14,1,1,2,0,1627,1,1,2
ponzzerage,ponzzerage,,6,0,2,2,0,1729,0,2,2
InnovaDeseno,InnovaDeseno,,0,0,0,0,0,0,0,0,0
mc2coruna,mc2coruna,,0,0,0,0,0,0,0,0,0
plazaradio_,plazaradio_,,10,2,0,2,0,832,2,0,2
fcornello,fcornello,,0,0,0,0,0,0,0,0,0
smontijano,smontijano,,4,0,2,2,0,1730,0,2,2
SJuancar,SJuancar,,0,0,0,0,0,0,0,0,0
mirrocafort,mirrocafort,,13,0,2,2,0,1731,0,2,2
FrancescGalvan,FrancescGalvan,,0,0,0,0,0,0,0,0,0
libroscabecera,libroscabecera,,0,0,0,0,0,0,0,0,0
rodda2206,rodda2206,,0,0,0,0,0,0,0,0,0
twittmariamoral,twittmariamoral,,3,0,1,1,0,1732,0,1,1
HablamosdEuropa,HablamosdEuropa,,0,2,0,2,0,272,2,0,2
arqcsantiso,arqcsantiso,,0,0,0,0,0,0,0,0,0
Ignapoe,Ignapoe,,0,0,0,0,0,0,0,0,0
DiazJoseda,DiazJoseda,,16,1,1,2,0,1733,1,1,2
LaSalleTechnova,LaSalleTechnova,,0,0,0,0,0,0,0,0,0
Plenainclusion,Plenainclusion,,6,1,0,1,0,1046,1,0,1
jorjuco,jorjuco,,0,0,0,0,0,0,0,0,0
empleojcyl,empleojcyl,,0,0,0,0,0,0,0,0,0
perezpradosana,perezpradosana,,0,0,0,0,0,0,0,0,0
sergisean,sergisean,,10,0,1,1,0,1734,0,1,1
Alicia_Psi,Alicia_Psi,,0,0,0,0,0,0,0,0,0
ppdegalicia,ppdegalicia,,9,0,2,2,0,1736,0,2,2
COLSABAR,COLSABAR,,0,0,0,0,0,0,0,0,0
lohilo45,lohilo45,,0,0,0,0,0,0,0,0,0
CerezuelaG,CerezuelaG,,9,0,2,2,0,1737,0,2,2
juliomayol,juliomayol,,11,1,1,2,0,601,1,1,2
porcinnova,porcinnova,,0,0,0,0,0,0,0,0,0
carmengarrido,carmengarrido,,0,0,0,0,0,0,0,0,0
dntgrupopreving,dntgrupopreving,,9,0,4,4,0,1738,0,4,4
JesusPerezDH,JesusPerezDH,,0,0,0,0,0,0,0,0,0
WWFespana,WWFespana,,6,2,0,2,0,619,2,0,2
PereCondom,PereCondom,,3,2,0,2,0,32,2,0,2
laura18mc,laura18mc,,9,2,4,6,0,1466,2,4,6
Ebenspain,Ebenspain,,0,0,0,0,0,0,0,0,0
icorrecam,icorrecam,,0,0,0,0,0,0,0,0,0
Socialniuscom,Socialniuscom,,4,0,2,2,0,1739,0,2,2
RicardoLabarga,RicardoLabarga,,9,1,1,2,0,319,1,1,2
KarinaSMCoach,KarinaSMCoach,,0,0,0,0,0,0,0,0,0
fmarzal,fmarzal,,0,0,0,0,0,0,0,0,0
gobanclm,gobanclm,,8,0,2,2,0,1740,0,2,2
By_Ismael,By_Ismael,,0,0,0,0,0,0,0,0,0
Charo_Lazaro,Charo_Lazaro,,0,0,0,0,0,0,0,0,0
PDuchement,PDuchement,,6,3,0,3,0,313,3,0,3
ESPipaon,ESPipaon,,4,0,2,2,0,1742,0,2,2
alarchilla,alarchilla,,0,0,0,0,0,0,0,0,0
generalitat,generalitat,,8,3,0,3,0,302,3,0,3
Veridas,Veridas,,0,1,0,1,0,1743,1,0,1
Rapttoria,Rapttoria,,0,0,0,0,0,0,0,0,0
Socesfar,Socesfar,,0,0,0,0,0,0,0,0,0
SusanaApellidos,SusanaApellidos,,0,0,0,0,0,0,0,0,0
_itsdomingo_,_itsdomingo_,,14,1,0,1,0,1505,1,0,1
David_M58,David_M58,,0,0,0,0,0,0,0,0,0
sebarmijos,sebarmijos,,0,0,0,0,0,0,0,0,0
JL_SR2020,JL_SR2020,,0,0,0,0,0,0,0,0,0
mariajo15292841,mariajo15292841,,0,0,0,0,0,0,0,0,0
peremarques,peremarques,,0,0,0,0,0,0,0,0,0
AntonioVegaRod3,AntonioVegaRod3,,0,0,0,0,0,0,0,0,0
EPCC_Unex,EPCC_Unex,,0,0,0,0,0,0,0,0,0
LauCVEM,LauCVEM,,0,0,0,0,0,0,0,0,0
Siljota,Siljota,,0,0,0,0,0,0,0,0,0
anacarrillop,anacarrillop,,0,0,0,0,0,0,0,0,0
PSPV_Alacant,PSPV_Alacant,,0,0,0,0,0,0,0,0,0
ernestortegalh,ernestortegalh,,13,0,2,2,0,1744,0,2,2
veterindustria,veterindustria,,11,1,1,2,0,1180,1,1,2
awscloud_es,awscloud_es,,0,0,0,0,0,0,0,0,0
congosto,congosto,,6,6,0,6,0,708,6,0,6
libnova_es,libnova_es,,9,0,2,2,0,1745,0,2,2
SanLaborda,SanLaborda,,0,0,0,0,0,0,0,0,0
lopategi_ipina,lopategi_ipina,,0,0,0,0,0,0,0,0,0
JDIAZCARDIEL,JDIAZCARDIEL,,0,0,0,0,0,0,0,0,0
Demianllorens,Demianllorens,,0,0,0,0,0,0,0,0,0
CuatrecasasJuan,CuatrecasasJuan,,13,12,1,13,0,256,12,1,13
viamedsalud,viamedsalud,,0,0,0,0,0,0,0,0,0
montalvomanu,montalvomanu,,0,0,0,0,0,0,0,0,0
IdiazAyuso,IdiazAyuso,,5,5,0,5,0,738,5,0,5
CostaTenerife,CostaTenerife,,0,0,0,0,0,0,0,0,0
JavierAcha12,JavierAcha12,,0,0,0,0,0,0,0,0,0
yosoyzarko,yosoyzarko,,4,0,3,3,0,1747,0,3,3
pako_velezmlg,pako_velezmlg,,0,0,0,0,0,0,0,0,0
MarialonsoTwitt,MarialonsoTwitt,,0,0,0,0,0,0,0,0,0
Innovtur,Innovtur,,0,0,0,0,0,0,0,0,0
anpezaragoza,anpezaragoza,,0,0,0,0,0,0,0,0,0
masterwizar,masterwizar,,0,0,0,0,0,0,0,0,0
RoAluna31,RoAluna31,,0,0,0,0,0,0,0,0,0
mediapinta,mediapinta,,0,0,0,0,0,0,0,0,0
factoriarte,factoriarte,,0,0,0,0,0,0,0,0,0
franciscolova,franciscolova,,0,0,0,0,0,0,0,0,0
mariaro02308418,mariaro02308418,,0,0,0,0,0,0,0,0,0
hobby_consolas,hobby_consolas,,11,4,0,4,0,691,4,0,4
alemumacias,alemumacias,,0,0,0,0,0,0,0,0,0
Fundpfizer_ES,Fundpfizer_ES,,2,1,1,2,0,83,1,1,2
elizechea,elizechea,,0,0,0,0,0,0,0,0,0
ariasdelhero,ariasdelhero,,0,0,0,0,0,0,0,0,0
blogjavierrguez,blogjavierrguez,,9,2,2,4,0,783,2,2,4
SelenneNoreArt,SelenneNoreArt,,0,0,0,0,0,0,0,0,0
ALHuertasCobos,ALHuertasCobos,,0,0,0,0,0,0,0,0,0
elidalg54,elidalg54,,0,0,0,0,0,0,0,0,0
Cinkcoworking,Cinkcoworking,,4,0,3,3,0,1748,0,3,3
WebPositer,WebPositer,,9,2,0,2,0,354,2,0,2
the_xavimg98,the_xavimg98,,0,0,0,0,0,0,0,0,0
Correapereyra,Correapereyra,,0,0,0,0,0,0,0,0,0
granadahoy,granadahoy,,0,0,0,0,0,0,0,0,0
cmvsastur,cmvsastur,,0,0,0,0,0,0,0,0,0
ConsuG64,ConsuG64,,0,0,0,0,0,0,0,0,0
Otava_asturias,Otava_asturias,,0,0,0,0,0,0,0,0,0
emprenderzitek,emprenderzitek,,0,0,0,0,0,0,0,0,0
Lubo_92,Lubo_92,,0,0,0,0,0,0,0,0,0
ENSAonline,ENSAonline,,0,0,0,0,0,0,0,0,0
jlmbarrasa,jlmbarrasa,,0,0,0,0,0,0,0,0,0
ManuelVirlan,ManuelVirlan,,0,0,0,0,0,0,0,0,0
irene_maga,irene_maga,,11,1,3,4,0,860,1,3,4
noseprogramar,noseprogramar,,0,0,0,0,0,0,0,0,0
juancarlosdcb,juancarlosdcb,,0,0,0,0,0,0,0,0,0
JuanBerjano,JuanBerjano,,13,0,8,8,0,1751,0,8,8
encarnafarinos,encarnafarinos,,0,0,0,0,0,0,0,0,0
anarios1415,anarios1415,,0,0,0,0,0,0,0,0,0
LaMuy,LaMuy,,0,0,0,0,0,0,0,0,0
Guldar_azo,Guldar_azo,,0,0,0,0,0,0,0,0,0
Emesa30,Emesa30,,11,7,0,7,0,414,7,0,7
Direccion_EPS,Direccion_EPS,,0,0,0,0,0,0,0,0,0
carmenruanos,carmenruanos,,9,0,2,2,0,1752,0,2,2
psoedehuelva,psoedehuelva,,0,0,0,0,0,0,0,0,0
regiondemurcia,regiondemurcia,,8,7,2,9,0,200,7,2,9
Consalud_es,Consalud_es,,10,4,2,6,0,212,4,2,6
Doctor_Brainy,Doctor_Brainy,,0,0,0,0,0,0,0,0,0
AB_Laboratorios,AB_Laboratorios,,0,0,0,0,0,0,0,0,0
ajsaenz,ajsaenz,,9,0,2,2,0,1753,0,2,2
amaliagaroca,amaliagaroca,,9,0,2,2,0,1754,0,2,2
BertoMontilla,BertoMontilla,,0,0,0,0,0,0,0,0,0
YOLANDASEVARUIZ,YOLANDASEVARUIZ,,13,0,2,2,0,1755,0,2,2
lagatadelsur,lagatadelsur,,0,0,0,0,0,0,0,0,0
Evf_5236,Evf_5236,,0,0,0,0,0,0,0,0,0
ElenaNebredaC,ElenaNebredaC,,0,0,0,0,0,0,0,0,0
coitt_aegitt,coitt_aegitt,,0,0,1,1,0,1756,0,1,1
inigoirizar,inigoirizar,,16,0,4,4,0,1757,0,4,4
Davidbafe,Davidbafe,,0,0,0,0,0,0,0,0,0
Spainsif,Spainsif,,3,2,0,2,0,247,2,0,2
genesal_gensets,genesal_gensets,,0,0,0,0,0,0,0,0,0
PlugandPlayES,PlugandPlayES,,10,0,4,4,0,1759,0,4,4
RacermediaE,RacermediaE,,2,1,0,1,0,1760,1,0,1
CGMasia,CGMasia,,0,0,0,0,0,0,0,0,0
cciinfor,cciinfor,,9,4,1,5,0,185,4,1,5
Tecniberia,Tecniberia,,13,1,0,1,0,652,1,0,1
misalago,misalago,,0,0,0,0,0,0,0,0,0
Victorperez1979,Victorperez1979,,0,0,0,0,0,0,0,0,0
mfausm,mfausm,,0,0,0,0,0,0,0,0,0
kyoru_,kyoru_,,0,0,0,0,0,0,0,0,0
EJGonzalezSFDC,EJGonzalezSFDC,,0,0,0,0,0,0,0,0,0
mascuota,mascuota,,0,0,0,0,0,0,0,0,0
AyF_Correduria,AyF_Correduria,,0,0,0,0,0,0,0,0,0
AlexAlvar60,AlexAlvar60,,0,0,0,0,0,0,0,0,0
CarolinaLopezEg,CarolinaLopezEg,,0,0,0,0,0,0,0,0,0
msanchezbas,msanchezbas,,0,0,0,0,0,0,0,0,0
jdavidrejon,jdavidrejon,,0,0,0,0,0,0,0,0,0
emprenemjunts,emprenemjunts,,8,5,3,8,0,845,5,3,8
PONSescuela,PONSescuela,,0,0,0,0,0,0,0,0,0
IUteatinostorre,IUteatinostorre,,0,0,0,0,0,0,0,0,0
adrimoI00,adrimoI00,,0,0,0,0,0,0,0,0,0
adriansantos85,adriansantos85,,4,0,2,2,0,1761,0,2,2
alexpiraguista,alexpiraguista,,0,0,0,0,0,0,0,0,0
adridoz,adridoz,,12,2,1,3,0,746,2,1,3
parlamentoUE,parlamentoUE,,0,1,0,1,0,1762,1,0,1
somosase,somosase,,3,1,1,2,0,1658,1,1,2
maricardo178,maricardo178,,15,0,3,3,0,1763,0,3,3
Aprocean,Aprocean,,0,0,0,0,0,0,0,0,0
rcedres,rcedres,,0,0,0,0,0,0,0,0,0
cavilesp,cavilesp,,0,0,0,0,0,0,0,0,0
dmartinezpr,dmartinezpr,,1,0,2,2,0,1765,0,2,2
JZavet,JZavet,,0,0,0,0,0,0,0,0,0
Israelgf99,Israelgf99,,0,0,0,0,0,0,0,0,0
cmaeso68,cmaeso68,,0,0,3,3,0,1766,0,3,3
PTAsturias,PTAsturias,,8,0,4,4,0,1767,0,4,4
enriccanela,enriccanela,,0,0,0,0,0,0,0,0,0
mibosqued,mibosqued,,0,0,0,0,0,0,0,0,0
mhueteortega,mhueteortega,,0,0,0,0,0,0,0,0,0
aedhe,aedhe,,2,1,2,3,0,1768,1,2,3
67almazan,67almazan,,0,0,0,0,0,0,0,0,0
Barbara_ITDM,Barbara_ITDM,,0,0,0,0,0,0,0,0,0
Mazcua,Mazcua,,11,0,5,5,0,1770,0,5,5
p_marcote,p_marcote,,0,0,0,0,0,0,0,0,0
PresumidaGata,PresumidaGata,,13,0,2,2,0,1771,0,2,2
nachoeusebio,nachoeusebio,,0,0,0,0,0,0,0,0,0
jorgederoma,jorgederoma,,0,0,0,0,0,0,0,0,0
DathosBD,DathosBD,,0,0,0,0,0,0,0,0,0
Ecija_Sevilla,Ecija_Sevilla,,0,0,0,0,0,0,0,0,0
ElHuffPost,ElHuffPost,,13,3,1,4,0,233,3,1,4
drolobon,drolobon,,0,0,0,0,0,0,0,0,0
ARAID_ES,ARAID_ES,,16,0,2,2,0,1772,0,2,2
hasetsup7,hasetsup7,,0,0,0,0,0,0,0,0,0
OrujosElCoteron,OrujosElCoteron,,0,0,0,0,0,0,0,0,0
PSLPSOE,PSLPSOE,,13,2,0,2,0,232,2,0,2
EuskoData_SA,EuskoData_SA,,0,1,1,2,0,1773,1,1,2
HispanaNobleza,HispanaNobleza,,0,0,0,0,0,0,0,0,0
JRodrimo,JRodrimo,,0,0,0,0,0,0,0,0,0
DynatecEngineer,DynatecEngineer,,9,1,2,3,0,1375,1,2,3
Quiqueapolo,Quiqueapolo,,16,0,2,2,0,1776,0,2,2
cristina_REPM,cristina_REPM,,0,0,0,0,0,0,0,0,0
jcambl33,jcambl33,,9,0,3,3,0,1778,0,3,3
IRUNES,IRUNES,,0,0,0,0,0,0,0,0,0
crispi08,crispi08,,15,0,4,4,0,1779,0,4,4
Ruben_Sardon,Ruben_Sardon,,0,0,0,0,0,0,0,0,0
silvia_bruno_,silvia_bruno_,,10,0,1,1,0,1780,0,1,1
saintwukong,saintwukong,,0,0,0,0,0,0,0,0,0
iuvaldepenas,iuvaldepenas,,0,0,0,0,0,0,0,0,0
EcoInventos,EcoInventos,,2,1,0,1,0,1781,1,0,1
CatnessGames,CatnessGames,,0,0,0,0,0,0,0,0,0
Jorge43030769,Jorge43030769,,0,0,0,0,0,0,0,0,0
AlfonsoRojoPD,AlfonsoRojoPD,,11,25,0,25,0,425,25,0,25
Inaki_nav,Inaki_nav,,0,0,0,0,0,0,0,0,0
RoqueLpezHerre3,RoqueLpezHerre3,,0,0,0,0,0,0,0,0,0
rebuildexpo,rebuildexpo,,9,1,0,1,0,1782,1,0,1
F_Isaacperal,F_Isaacperal,,8,0,3,3,0,1783,0,3,3
lfajardo,lfajardo,,0,0,0,0,0,0,0,0,0
druiziruela,druiziruela,,0,0,0,0,0,0,0,0,0
rio_tormes,rio_tormes,,0,0,0,0,0,0,0,0,0
FEF20,FEF20,,9,0,2,2,0,1784,0,2,2
AnaGMuoz1,AnaGMuoz1,,0,0,0,0,0,0,0,0,0
Jordi_Mitja,Jordi_Mitja,,0,0,0,0,0,0,0,0,0
Mocedastur,Mocedastur,,0,0,0,0,0,0,0,0,0
RedGuadalinfo,RedGuadalinfo,,16,9,3,12,0,477,9,3,12
sergio75520084,sergio75520084,,0,0,0,0,0,0,0,0,0
rojasadri26,rojasadri26,,0,0,0,0,0,0,0,0,0
derechistade,derechistade,,0,0,0,0,0,0,0,0,0
aitorgrandes,aitorgrandes,,0,0,0,0,0,0,0,0,0
seedrocket,seedrocket,,3,2,0,2,0,1648,2,0,2
RafaAlemanG,RafaAlemanG,,0,0,0,0,0,0,0,0,0
rosaferlas,rosaferlas,,0,0,0,0,0,0,0,0,0
mide_global,mide_global,,0,0,0,0,0,0,0,0,0
caminored,caminored,,0,0,0,0,0,0,0,0,0
tecnopole,tecnopole,,2,0,3,3,0,1785,0,3,3
IAJuventud,IAJuventud,,13,3,0,3,0,214,3,0,3
DaniMRedondo,DaniMRedondo,,0,0,0,0,0,0,0,0,0
FEV_Vino,FEV_Vino,,3,1,0,1,0,571,1,0,1
MarSolCantabria,MarSolCantabria,,0,0,0,0,0,0,0,0,0
npatarino,npatarino,,0,0,0,0,0,0,0,0,0
Smagua,Smagua,,1,2,0,2,0,1786,2,0,2
CollSalva,CollSalva,,16,1,1,2,0,455,1,1,2
Sesegna,Sesegna,,0,0,0,0,0,0,0,0,0
roimv,roimv,,0,0,0,0,0,0,0,0,0
malecon99,malecon99,,0,0,0,0,0,0,0,0,0
S3RGIODC,S3RGIODC,,9,0,2,2,0,1788,0,2,2
JuanantonioFer8,JuanantonioFer8,,0,0,0,0,0,0,0,0,0
MiguelSimorte,MiguelSimorte,,13,0,2,2,0,1789,0,2,2
GranadaesSalud,GranadaesSalud,,0,0,0,0,0,0,0,0,0
Soulreia1,Soulreia1,,0,0,0,0,0,0,0,0,0
christiansuell,christiansuell,,0,0,2,2,0,1790,0,2,2
Dolors_guillen,Dolors_guillen,,9,2,0,2,0,1071,2,0,2
marisolsd,marisolsd,,0,0,0,0,0,0,0,0,0
estgacast,estgacast,,0,0,0,0,0,0,0,0,0
gabls,gabls,,9,1,1,2,0,10,1,1,2
Unidad_Igualdad,Unidad_Igualdad,,0,0,0,0,0,0,0,0,0
carlosferrersot,carlosferrersot,,0,0,0,0,0,0,0,0,0
LissetteIbnz,LissetteIbnz,,0,0,0,0,0,0,0,0,0
PoetaPodemos,PoetaPodemos,,6,0,3,3,0,1791,0,3,3
ALSUELO74,ALSUELO74,,0,0,0,0,0,0,0,0,0
CsSotodelReal,CsSotodelReal,,0,0,0,0,0,0,0,0,0
felipecametome,felipecametome,,0,0,0,0,0,0,0,0,0
ladimarco2,ladimarco2,,0,0,0,0,0,0,0,0,0
fonsi1x2,fonsi1x2,,0,0,0,0,0,0,0,0,0
javimateog,javimateog,,10,0,7,7,0,1792,0,7,7
globalt4e,globalt4e,,9,0,1,1,0,1793,0,1,1
EFEverde,EFEverde,,5,2,0,2,0,473,2,0,2
caminologa,caminologa,,3,1,1,2,0,1794,1,1,2
darveras,darveras,,0,0,0,0,0,0,0,0,0
almanatura,almanatura,,13,1,0,1,0,1795,1,0,1
ROSADESARON150,ROSADESARON150,,0,0,0,0,0,0,0,0,0
AnaHPozuelo,AnaHPozuelo,,0,0,0,0,0,0,0,0,0
NarumyNatsue,NarumyNatsue,,0,0,0,0,0,0,0,0,0
AEMES,AEMES,,0,0,0,0,0,0,0,0,0
jesus_marinoso,jesus_marinoso,,0,0,0,0,0,0,0,0,0
marta_msg,marta_msg,,0,0,0,0,0,0,0,0,0
PONS_IP,PONS_IP,,16,0,1,1,0,1798,0,1,1
Khondax,Khondax,,0,0,0,0,0,0,0,0,0
PodemosAlcorcon,PodemosAlcorcon,,6,0,2,2,0,1799,0,2,2
BlockchainALC,BlockchainALC,,10,2,0,2,0,1800,2,0,2
DCuestaFP,DCuestaFP,,9,0,1,1,0,1802,0,1,1
PRISA,PRISA,,9,3,0,3,0,180,3,0,3
Inesgpaine,Inesgpaine,,0,0,0,0,0,0,0,0,0
JoseClara_,JoseClara_,,0,0,0,0,0,0,0,0,0
panchomoure,panchomoure,,0,0,0,0,0,0,0,0,0
JoseF1Monserrat,JoseF1Monserrat,,0,0,0,0,0,0,0,0,0
UOCCValenciana,UOCCValenciana,,0,0,0,0,0,0,0,0,0
EUVillena,EUVillena,,0,0,0,0,0,0,0,0,0
MayLopezEs,MayLopezEs,,9,0,2,2,0,1803,0,2,2
jar_69,jar_69,,0,0,0,0,0,0,0,0,0
LouCa05955309,LouCa05955309,,0,0,0,0,0,0,0,0,0
xcapellades,xcapellades,,4,2,1,3,0,1030,2,1,3
antoniodiazsan4,antoniodiazsan4,,0,0,0,0,0,0,0,0,0
conectapersonas,conectapersonas,,13,1,0,1,0,1804,1,0,1
CaminosUCLM,CaminosUCLM,,0,0,0,0,0,0,0,0,0
juani7b,juani7b,,3,0,2,2,0,1805,0,2,2
cadicarlos,cadicarlos,,0,0,0,0,0,0,0,0,0
PsoeLugo,PsoeLugo,,0,0,0,0,0,0,0,0,0
ikanian,ikanian,,0,0,0,0,0,0,0,0,0
encarni_artista,encarni_artista,,0,0,0,0,0,0,0,0,0
CarlosGarcaEsc1,CarlosGarcaEsc1,,6,0,2,2,0,1806,0,2,2
AliciaGarcia_Av,AliciaGarcia_Av,,0,0,0,0,0,0,0,0,0
leboixta,leboixta,,16,1,3,4,0,1599,1,3,4
JonHawke_,JonHawke_,,0,0,0,0,0,0,0,0,0
CEPdeSevilla,CEPdeSevilla,,0,0,0,0,0,0,0,0,0
Amaia08697236,Amaia08697236,,3,0,2,2,0,1807,0,2,2
Ericsson_es,Ericsson_es,,10,3,0,3,0,131,3,0,3
ErnestoColomo,ErnestoColomo,,0,0,0,0,0,0,0,0,0
Joana1967,Joana1967,,0,0,0,0,0,0,0,0,0
periodistadigit,periodistadigit,,11,1,0,1,0,423,1,0,1
JaimeMartinez,JaimeMartinez,,3,2,0,2,0,1808,2,0,2
esparragon,esparragon,,0,0,0,0,0,0,0,0,0
JuntaSevilla,JuntaSevilla,,16,0,2,2,0,1809,0,2,2
aserrano1001,aserrano1001,,9,1,1,2,0,1810,1,1,2
XParadelo,XParadelo,,13,0,2,2,0,1811,0,2,2
RevistaRETEMA,RevistaRETEMA,,8,4,1,5,0,963,4,1,5
Fabregas_Carol,Fabregas_Carol,,0,0,0,0,0,0,0,0,0
carlotaamigo,carlotaamigo,,1,2,0,2,0,1497,2,0,2
salvadorpastorb,salvadorpastorb,,13,0,2,2,0,1812,0,2,2
CarmendePablo_,CarmendePablo_,,4,0,2,2,0,1813,0,2,2
VidaSaludAnd,VidaSaludAnd,,0,0,0,0,0,0,0,0,0
perezpal_helena,perezpal_helena,,0,0,0,0,0,0,0,0,0
educaSGCTIE,educaSGCTIE,,0,0,0,0,0,0,0,0,0
manuelmoralesvi,manuelmoralesvi,,0,0,0,0,0,0,0,0,0
aariastorres,aariastorres,,11,2,0,2,0,1363,2,0,2
JordiJubany,JordiJubany,,16,0,2,2,0,1814,0,2,2
OperadorNuclear,OperadorNuclear,,2,1,1,2,0,428,1,1,2
AcrossLegal,AcrossLegal,,0,0,0,0,0,0,0,0,0
pais_ahora,pais_ahora,,13,0,12,12,0,1816,0,12,12
allopher,allopher,,9,2,4,6,0,1073,2,4,6
FelipeA_Herrera,FelipeA_Herrera,,5,6,1,7,0,328,6,1,7
mjoem,mjoem,,0,0,0,0,0,0,0,0,0
jlopezTMT,jlopezTMT,,1,0,1,1,0,1817,0,1,1
jsansebastian,jsansebastian,,0,0,0,0,0,0,0,0,0
EmiRosillo,EmiRosillo,,0,0,0,0,0,0,0,0,0
El_Plural,El_Plural,,13,3,0,3,0,461,3,0,3
Cademi,Cademi,,0,0,0,0,0,0,0,0,0
charlieblanco84,charlieblanco84,,0,0,0,0,0,0,0,0,0
Ivan_Arco,Ivan_Arco,,0,0,0,0,0,0,0,0,0
joanfdez666,joanfdez666,,0,0,0,0,0,0,0,0,0
rtve,rtve,,11,1,1,2,0,1818,1,1,2
Juan_Ll1,Juan_Ll1,,0,0,0,0,0,0,0,0,0
anabelanogs,anabelanogs,,9,0,4,4,0,1819,0,4,4
jose12441777,jose12441777,,0,0,0,0,0,0,0,0,0
jupeso1,jupeso1,,10,0,1,1,0,1820,0,1,1
mariocameo,mariocameo,,0,0,0,0,0,0,0,0,0
WKa3Software,WKa3Software,,9,2,1,3,0,159,2,1,3
HolaLuzcom,HolaLuzcom,,0,0,0,0,0,0,0,0,0
ismaelsanchezf,ismaelsanchezf,,0,0,0,0,0,0,0,0,0
CarlosEresGFT,CarlosEresGFT,,0,0,0,0,0,0,0,0,0
DowTarragona,DowTarragona,,9,1,1,2,0,713,1,1,2
s_msonia,s_msonia,,9,0,3,3,0,1822,0,3,3
PPdeOU,PPdeOU,,9,1,1,2,0,1823,1,1,2
NaceDayToday,NaceDayToday,,0,0,0,0,0,0,0,0,0
937908Mcm,937908Mcm,,13,0,16,16,0,1824,0,16,16
1970Mera,1970Mera,,0,0,0,0,0,0,0,0,0
MarioRu47034053,MarioRu47034053,,4,0,1,1,0,1825,0,1,1
DelaEstevo,DelaEstevo,,6,0,2,2,0,1826,0,2,2
MonederoJC,MonederoJC,,0,0,0,0,0,0,0,0,0
midellames,midellames,,0,0,0,0,0,0,0,0,0
japbello,japbello,,0,0,0,0,0,0,0,0,0
galiciacrece,galiciacrece,,9,2,1,3,0,1735,2,1,3
Mireiagis,Mireiagis,,0,0,0,0,0,0,0,0,0
grangandhi,grangandhi,,0,0,0,0,0,0,0,0,0
mariancasaresh,mariancasaresh,,0,0,0,0,0,0,0,0,0
GREMIALMADRID,GREMIALMADRID,,0,0,0,0,0,0,0,0,0
orangeseguros,orangeseguros,,0,0,0,0,0,0,0,0,0
etomast,etomast,,10,0,3,3,0,1827,0,3,3
picuino,picuino,,15,0,3,3,0,1828,0,3,3
ogb1995,ogb1995,,6,0,3,3,0,1829,0,3,3
joseberasaluce,joseberasaluce,,0,0,0,0,0,0,0,0,0
RSEOpus,RSEOpus,,0,0,0,0,0,0,0,0,0
emadridnet,emadridnet,,3,0,2,2,0,1830,0,2,2
ObsolescenciAna,ObsolescenciAna,,0,0,0,0,0,0,0,0,0
AVEmpresarios,AVEmpresarios,,4,3,0,3,0,1152,3,0,3
JuanLuisCepa,JuanLuisCepa,,0,0,0,0,0,0,0,0,0
Fresalexis,Fresalexis,,0,0,0,0,0,0,0,0,0
rebolleda1957,rebolleda1957,,0,0,0,0,0,0,0,0,0
IbnRosa,IbnRosa,,0,0,0,0,0,0,0,0,0
roblebgp,roblebgp,,0,0,0,0,0,0,0,0,0
Blanquisanta,Blanquisanta,,0,0,0,0,0,0,0,0,0
AlejoMiranda,AlejoMiranda,,0,0,0,0,0,0,0,0,0
AguadoJosean,AguadoJosean,,0,0,0,0,0,0,0,0,0
sociosinversore,sociosinversore,,0,0,0,0,0,0,0,0,0
AGBarrenechea,AGBarrenechea,,9,0,2,2,0,1831,0,2,2
