Id,Label,timeset,modularity_class,indegree,outdegree,Degree,componentnumber,strongcompnum,weighted indegree,weighted outdegree,Weighted Degree
Alimtnz,Alimtnz,,0,0,0,0,0,0,0,0,0
Maraloro,Maraloro,,0,0,0,0,0,0,0,0,0
JuanLui59066341,JuanLui59066341,,0,0,0,0,0,0,0,0,0
EEN_spain,EEN_spain,,0,0,0,0,0,0,0,0,0
impulsatec,impulsatec,,9,0,2,2,0,1224,0,2,2
Encafv66,Encafv66,,0,0,0,0,0,0,0,0,0
iWorldes,iWorldes,,14,0,3,3,0,1225,0,3,3
JessicaQueroM,JessicaQueroM,,9,5,2,7,0,341,5,2,7
JulioPastorin,JulioPastorin,,0,0,0,0,0,0,0,0,0
DellTechSpain,DellTechSpain,,9,2,1,3,0,319,2,1,3
archiducadia,archiducadia,,0,0,0,0,0,0,0,0,0
jgbalseiro,jgbalseiro,,0,0,0,0,0,0,0,0,0
jiglisardo,jiglisardo,,0,0,0,0,0,0,0,0,0
santicasas,santicasas,,9,0,2,2,0,1229,0,2,2
marquetespm,marquetespm,,0,0,0,0,0,0,0,0,0
cdoaweb,cdoaweb,,0,0,0,0,0,0,0,0,0
soledadsmm,soledadsmm,,0,0,0,0,0,0,0,0,0
hosteltur,hosteltur,,0,3,0,3,0,1230,3,0,3
JuanghMontcada,JuanghMontcada,,0,0,0,0,0,0,0,0,0
EspRobots,EspRobots,,0,0,0,0,0,0,0,0,0
platdeinfancia,platdeinfancia,,15,1,0,1,0,639,1,0,1
FCampalans,FCampalans,,0,0,0,0,0,0,0,0,0
atpblas,atpblas,,0,0,0,0,0,0,0,0,0
Adrianaglupato,Adrianaglupato,,0,0,0,0,0,0,0,0,0
BlaancaNiieves,BlaancaNiieves,,6,1,2,3,0,1231,1,2,3
JoseCs40,JoseCs40,,0,0,0,0,0,0,0,0,0
Nereko2,Nereko2,,0,0,0,0,0,0,0,0,0
NADIADANOVAILIE,NADIADANOVAILIE,,13,0,4,4,0,1232,0,4,4
AscaraDe,AscaraDe,,0,0,0,0,0,0,0,0,0
nicolopviv,nicolopviv,,0,0,0,0,0,0,0,0,0
PilarRevaliente,PilarRevaliente,,0,0,0,0,0,0,0,0,0
EvaOviedo74,EvaOviedo74,,9,0,2,2,0,1233,0,2,2
CIHEAMZaragoza,CIHEAMZaragoza,,10,0,2,2,0,1238,0,2,2
CienciaULL,CienciaULL,,0,1,2,3,0,1239,1,2,3
lopez_manoli,lopez_manoli,,0,0,0,0,0,0,0,0,0
reinadido,reinadido,,0,0,0,0,0,0,0,0,0
ComputingBPS,ComputingBPS,,3,6,0,6,0,613,6,0,6
Jaumeasens,Jaumeasens,,0,0,0,0,0,0,0,0,0
CruzRojaEX,CruzRojaEX,,0,0,0,0,0,0,0,0,0
CsExtremadura,CsExtremadura,,4,0,2,2,0,1240,0,2,2
internautas,internautas,,4,1,0,1,0,1241,1,0,1
VanesaRegaladoV,VanesaRegaladoV,,9,2,0,2,0,558,2,0,2
ssuarezcano,ssuarezcano,,0,0,2,2,0,1242,0,2,2
M_Emprendedora,M_Emprendedora,,0,0,0,0,0,0,0,0,0
fatimagabad,fatimagabad,,0,0,0,0,0,0,0,0,0
upta_es,upta_es,,0,0,0,0,0,0,0,0,0
amigosdeadrada,amigosdeadrada,,0,0,0,0,0,0,0,0,0
mgcervera_,mgcervera_,,0,0,0,0,0,0,0,0,0
comercioast,comercioast,,0,0,0,0,0,0,0,0,0
DigitalFunerBox,DigitalFunerBox,,10,0,2,2,0,1243,0,2,2
EONTD,EONTD,,0,0,0,0,0,0,0,0,0
jduranmaeso,jduranmaeso,,0,0,0,0,0,0,0,0,0
noelianoelle,noelianoelle,,3,0,2,2,0,1244,0,2,2
marisol_bcn69,marisol_bcn69,,10,0,2,2,0,1247,0,2,2
PabloTYTCanovas,PabloTYTCanovas,,0,0,0,0,0,0,0,0,0
IamRGR1,IamRGR1,,0,0,0,0,0,0,0,0,0
visitbenidorm,visitbenidorm,,1,0,3,3,0,1249,0,3,3
arxivers,arxivers,,0,0,0,0,0,0,0,0,0
es_INE,es_INE,,16,1,0,1,0,1250,1,0,1
damaazull,damaazull,,4,0,2,2,0,1251,0,2,2
cristianagudod1,cristianagudod1,,0,0,0,0,0,0,0,0,0
montes_mnatural,montes_mnatural,,2,0,2,2,0,1252,0,2,2
vrubinos,vrubinos,,0,0,0,0,0,0,0,0,0
feliperedondom2,feliperedondom2,,0,0,0,0,0,0,0,0,0
jmlujanm,jmlujanm,,0,0,0,0,0,0,0,0,0
conductosalonso,conductosalonso,,0,0,0,0,0,0,0,0,0
AnpeEpilepsia,AnpeEpilepsia,,0,0,0,0,0,0,0,0,0
GerardChiva,GerardChiva,,0,0,0,0,0,0,0,0,0
Drsheeldspain,Drsheeldspain,,4,0,2,2,0,1253,0,2,2
biblioUPM,biblioUPM,,2,1,11,12,0,83,1,11,12
ahijadojj,ahijadojj,,0,0,0,0,0,0,0,0,0
Grimas11,Grimas11,,0,0,0,0,0,0,0,0,0
privilex,privilex,,0,0,0,0,0,0,0,0,0
Elenamanez,Elenamanez,,0,0,0,0,0,0,0,0,0
juliovalleiscar,juliovalleiscar,,0,0,0,0,0,0,0,0,0
recreo_steam,recreo_steam,,0,0,0,0,0,0,0,0,0
AIDIMME,AIDIMME,,0,0,0,0,0,0,0,0,0
GVAddigital,GVAddigital,,10,7,3,10,0,112,7,3,10
PPescadorH,PPescadorH,,0,0,0,0,0,0,0,0,0
IEC_ObsRecerca,IEC_ObsRecerca,,0,0,0,0,0,0,0,0,0
maricarmentapic,maricarmentapic,,0,0,0,0,0,0,0,0,0
Revista_REDOC,Revista_REDOC,,0,0,0,0,0,0,0,0,0
DIEGOFSCO,DIEGOFSCO,,0,0,0,0,0,0,0,0,0
pscbarcelona,pscbarcelona,,0,0,0,0,0,0,0,0,0
CGSeguraSierra,CGSeguraSierra,,16,0,2,2,0,1255,0,2,2
ProFuturo_,ProFuturo_,,4,1,1,2,0,178,1,1,2
ruthagua,ruthagua,,9,1,1,2,0,1072,1,1,2
RaulCordero1980,RaulCordero1980,,0,0,0,0,0,0,0,0,0
davidvergara74,davidvergara74,,0,0,0,0,0,0,0,0,0
frantruji84,frantruji84,,0,0,0,0,0,0,0,0,0
CsLaRioja,CsLaRioja,,4,1,1,2,0,547,1,1,2
FGarciadeSola,FGarciadeSola,,1,5,1,6,0,205,5,1,6
CsIslaCristina,CsIslaCristina,,0,0,0,0,0,0,0,0,0
Campoder,Campoder,,13,1,0,1,0,1256,1,0,1
ainhoa_reguera,ainhoa_reguera,,0,0,0,0,0,0,0,0,0
PadreObservador,PadreObservador,,0,0,0,0,0,0,0,0,0
ppcarreno,ppcarreno,,0,0,0,0,0,0,0,0,0
adriaduarte87,adriaduarte87,,0,0,0,0,0,0,0,0,0
Merkelcita,Merkelcita,,0,0,0,0,0,0,0,0,0
ximogarciap,ximogarciap,,0,0,0,0,0,0,0,0,0
OBSAE,OBSAE,,0,0,2,2,0,1257,0,2,2
fjalcazar,fjalcazar,,16,0,4,4,0,1260,0,4,4
edugaresp,edugaresp,,6,5,0,5,0,1261,5,0,5
Jaolmedagm,Jaolmedagm,,0,0,0,0,0,0,0,0,0
itxaso_2001,itxaso_2001,,1,0,5,5,0,1263,0,5,5
EconomiaAnd,EconomiaAnd,,16,13,2,15,0,213,13,2,15
PodemDenia,PodemDenia,,0,0,0,0,0,0,0,0,0
Superflua27,Superflua27,,0,0,0,0,0,0,0,0,0
carlosruizmar,carlosruizmar,,0,0,0,0,0,0,0,0,0
aangueraroig,aangueraroig,,0,0,0,0,0,0,0,0,0
sofiadfp96,sofiadfp96,,0,0,0,0,0,0,0,0,0
puertolas_alej,puertolas_alej,,0,0,0,0,0,0,0,0,0
virginiog,virginiog,,3,22,2,24,0,35,22,2,24
AjuntamentVLC,AjuntamentVLC,,0,0,0,0,0,0,0,0,0
COEC_es,COEC_es,,8,0,1,1,0,1264,0,1,1
Espana_Colombia,Espana_Colombia,,0,0,0,0,0,0,0,0,0
ComprensLectora,ComprensLectora,,0,0,0,0,0,0,0,0,0
DEMOCRACIAYLIB2,DEMOCRACIAYLIB2,,0,0,0,0,0,0,0,0,0
InterinosVlc,InterinosVlc,,0,0,0,0,0,0,0,0,0
elcontemplador,elcontemplador,,0,0,0,0,0,0,0,0,0
susanasal3,susanasal3,,0,0,0,0,0,0,0,0,0
CIFP_Fabres,CIFP_Fabres,,0,0,0,0,0,0,0,0,0
RosaBlancaMuoz1,RosaBlancaMuoz1,,0,0,0,0,0,0,0,0,0
ChemaNieto,ChemaNieto,,4,0,3,3,0,1265,0,3,3
juliohn90,juliohn90,,0,0,0,0,0,0,0,0,0
rcodigital,rcodigital,,0,0,0,0,0,0,0,0,0
TorreznoVT,TorreznoVT,,0,0,0,0,0,0,0,0,0
raicex_es,raicex_es,,0,0,0,0,0,0,0,0,0
PedroSequero,PedroSequero,,0,0,0,0,0,0,0,0,0
migranodearena,migranodearena,,4,1,2,3,0,150,1,2,3
tecnojose,tecnojose,,0,0,0,0,0,0,0,0,0
DigitalHMade,DigitalHMade,,14,0,3,3,0,1269,0,3,3
TwitterMktgES,TwitterMktgES,,11,1,0,1,0,1270,1,0,1
LaNaveMadrid,LaNaveMadrid,,4,8,2,10,0,87,8,2,10
VicenteBrugadaA,VicenteBrugadaA,,0,0,0,0,0,0,0,0,0
MalaMalamente,MalaMalamente,,0,0,0,0,0,0,0,0,0
ra_nortin,ra_nortin,,0,0,0,0,0,0,0,0,0
dinisss,dinisss,,0,0,0,0,0,0,0,0,0
Elena_DPQ,Elena_DPQ,,0,0,0,0,0,0,0,0,0
FSeoane_,FSeoane_,,0,0,0,0,0,0,0,0,0
mranera,mranera,,9,4,1,5,0,191,4,1,5
jcrius,jcrius,,16,0,1,1,0,1271,0,1,1
tdvkp,tdvkp,,0,0,0,0,0,0,0,0,0
consorciofr,consorciofr,,16,7,1,8,0,477,7,1,8
Miguel_A_Guti,Miguel_A_Guti,,13,0,3,3,0,1273,0,3,3
danielblazca,danielblazca,,13,0,2,2,0,1274,0,2,2
exeforum1,exeforum1,,3,0,1,1,0,1276,0,1,1
CsParla,CsParla,,0,0,0,0,0,0,0,0,0
querolvives,querolvives,,0,0,0,0,0,0,0,0,0
BernatRuiz,BernatRuiz,,0,0,0,0,0,0,0,0,0
fCOJavierCabero,fCOJavierCabero,,0,0,0,0,0,0,0,0,0
BottiniCom,BottiniCom,,0,0,0,0,0,0,0,0,0
ildfjlbl,ildfjlbl,,0,0,0,0,0,0,0,0,0
gozalor,gozalor,,0,0,0,0,0,0,0,0,0
HerrerosMiguel,HerrerosMiguel,,0,0,0,0,0,0,0,0,0
CoordLey,CoordLey,,0,0,0,0,0,0,0,0,0
SEMERGEN_CV,SEMERGEN_CV,,0,0,0,0,0,0,0,0,0
santimv,santimv,,0,0,0,0,0,0,0,0,0
mvanessalb,mvanessalb,,0,0,0,0,0,0,0,0,0
Eva_Casas,Eva_Casas,,0,0,0,0,0,0,0,0,0
MariaTabarnia,MariaTabarnia,,0,0,0,0,0,0,0,0,0
Merypuig,Merypuig,,0,0,0,0,0,0,0,0,0
CGBenahavis,CGBenahavis,,0,0,0,0,0,0,0,0,0
SergesturTurism,SergesturTurism,,0,6,0,6,0,815,6,0,6
julfer001,julfer001,,0,0,0,0,0,0,0,0,0
ComunidadMadrid,ComunidadMadrid,,11,2,0,2,0,976,2,0,2
GuillemCristo,GuillemCristo,,13,0,4,4,0,1277,0,4,4
mpiedadg64,mpiedadg64,,0,0,0,0,0,0,0,0,0
madridesnoticia,madridesnoticia,,0,0,0,0,0,0,0,0,0
morenocasas,morenocasas,,0,0,0,0,0,0,0,0,0
alopezdeavila,alopezdeavila,,1,0,2,2,0,1278,0,2,2
alvadego,alvadego,,0,0,0,0,0,0,0,0,0
pabloppgijon,pabloppgijon,,0,0,0,0,0,0,0,0,0
RepublicoCortes,RepublicoCortes,,0,0,0,0,0,0,0,0,0
ECSalud_com,ECSalud_com,,10,3,1,4,0,212,3,1,4
Merce53095118,Merce53095118,,0,0,0,0,0,0,0,0,0
Codigo_100,Codigo_100,,9,1,0,1,0,1279,1,0,1
jartita77,jartita77,,0,0,0,0,0,0,0,0,0
papayashake200,papayashake200,,9,0,4,4,0,1280,0,4,4
DavidAlayon,DavidAlayon,,10,1,1,2,0,349,1,1,2
ElenaRural,ElenaRural,,0,0,0,0,0,0,0,0,0
EnrikeLopez,EnrikeLopez,,3,0,4,4,0,1281,0,4,4
Vickypsoe,Vickypsoe,,0,0,0,0,0,0,0,0,0
jaimearanda,jaimearanda,,0,0,0,0,0,0,0,0,0
AdSocy,AdSocy,,0,0,0,0,0,0,0,0,0
gomezescribano,gomezescribano,,6,4,0,4,0,808,4,0,4
chesare_st,chesare_st,,0,0,0,0,0,0,0,0,0
LoyolaAnd,LoyolaAnd,,4,3,1,4,0,892,3,1,4
ovinan,ovinan,,10,0,2,2,0,1282,0,2,2
Manuela_ema1290,Manuela_ema1290,,6,0,2,2,0,1283,0,2,2
celiaganzano,celiaganzano,,0,0,0,0,0,0,0,0,0
RicardoR_Usal,RicardoR_Usal,,0,3,0,3,0,537,3,0,3
samuu_cs97,samuu_cs97,,0,0,0,0,0,0,0,0,0
matesupm,matesupm,,0,0,0,0,0,0,0,0,0
rimsaspain,rimsaspain,,0,0,0,0,0,0,0,0,0
crismaestre,crismaestre,,0,0,0,0,0,0,0,0,0
deltasolaris,deltasolaris,,0,0,0,0,0,0,0,0,0
EVAVilop,EVAVilop,,0,0,0,0,0,0,0,0,0
ImdeaAlimenta,ImdeaAlimenta,,0,0,0,0,0,0,0,0,0
AndrsMCervantes,AndrsMCervantes,,0,0,0,0,0,0,0,0,0
MarianoPlanells,MarianoPlanells,,0,0,0,0,0,0,0,0,0
fcatcultura,fcatcultura,,0,0,0,0,0,0,0,0,0
JuanAntonio_RR,JuanAntonio_RR,,0,0,0,0,0,0,0,0,0
Integral_es,Integral_es,,13,0,3,3,0,1285,0,3,3
NorenaMartin,NorenaMartin,,0,0,0,0,0,0,0,0,0
juambedo,juambedo,,3,0,2,2,0,1287,0,2,2
internac_na,internac_na,,0,0,0,0,0,0,0,0,0
podemosmurcia,podemosmurcia,,6,2,0,2,0,1288,2,0,2
maperezlaguna,maperezlaguna,,0,0,0,0,0,0,0,0,0
elkregor,elkregor,,0,0,0,0,0,0,0,0,0
Molondrongo_,Molondrongo_,,0,0,0,0,0,0,0,0,0
iarceg,iarceg,,0,0,0,0,0,0,0,0,0
EspinosaCrsiete,EspinosaCrsiete,,0,0,0,0,0,0,0,0,0
Carmen93408938,Carmen93408938,,0,0,0,0,0,0,0,0,0
FaraonLlorens,FaraonLlorens,,0,0,0,0,0,0,0,0,0
Perona10690463,Perona10690463,,13,0,6,6,0,1289,0,6,6
jperezbarrio,jperezbarrio,,0,0,0,0,0,0,0,0,0
Meta4_es,Meta4_es,,9,2,0,2,0,1290,2,0,2
NoUso,NoUso,,0,0,0,0,0,0,0,0,0
leirurami,leirurami,,0,0,0,0,0,0,0,0,0
ReyesMenarguezC,ReyesMenarguezC,,1,0,2,2,0,1292,0,2,2
ahrrruiz,ahrrruiz,,0,0,0,0,0,0,0,0,0
mpilarparrilla,mpilarparrilla,,0,0,0,0,0,0,0,0,0
jarandagarrigos,jarandagarrigos,,0,0,0,0,0,0,0,0,0
AParayas,AParayas,,0,0,0,0,0,0,0,0,0
EnfermeriaAvila,EnfermeriaAvila,,0,0,3,3,0,1294,0,3,3
kaluapiscis,kaluapiscis,,11,0,1,1,0,1295,0,1,1
Sodercan,Sodercan,,8,0,4,4,0,1297,0,4,4
ixabel067,ixabel067,,0,0,0,0,0,0,0,0,0
arriola_javier,arriola_javier,,0,0,0,0,0,0,0,0,0
kasazcom,kasazcom,,0,0,0,0,0,0,0,0,0
FranValdivia14,FranValdivia14,,0,0,0,0,0,0,0,0,0
idealjob_info,idealjob_info,,14,0,2,2,0,1299,0,2,2
hazifundazioa,hazifundazioa,,15,1,0,1,0,626,1,0,1
velezpsoe,velezpsoe,,1,0,2,2,0,1300,0,2,2
CIESEComillas,CIESEComillas,,0,0,0,0,0,0,0,0,0
prensa14,prensa14,,4,2,1,3,0,916,2,1,3
AlynPB,AlynPB,,4,0,2,2,0,1302,0,2,2
SI_fdi,SI_fdi,,13,1,1,2,0,1306,1,1,2
PPdeMonforte,PPdeMonforte,,0,0,0,0,0,0,0,0,0
isolerojo,isolerojo,,6,0,2,2,0,1308,0,2,2
egllano,egllano,,0,0,0,0,0,0,0,0,0
ivalice27,ivalice27,,4,0,2,2,0,1309,0,2,2
djustmas,djustmas,,0,0,0,0,0,0,0,0,0
Davidpr_13,Davidpr_13,,0,0,0,0,0,0,0,0,0
anaanitaana49,anaanitaana49,,0,0,0,0,0,0,0,0,0
JuanPatricio_PG,JuanPatricio_PG,,0,0,0,0,0,0,0,0,0
CapgeminiEngES,CapgeminiEngES,,14,3,1,4,0,146,3,1,4
Araba40,Araba40,,9,2,0,2,0,939,2,0,2
agortiz54,agortiz54,,0,0,0,0,0,0,0,0,0
OIenGranada,OIenGranada,,0,0,0,0,0,0,0,0,0
CarlosMMarin,CarlosMMarin,,0,0,0,0,0,0,0,0,0
ArmelaDi,ArmelaDi,,4,0,2,2,0,1311,0,2,2
CGimenezCardona,CGimenezCardona,,9,0,2,2,0,1312,0,2,2
BiocrewInvest,BiocrewInvest,,0,0,0,0,0,0,0,0,0
PostigoElena,PostigoElena,,1,3,0,3,0,381,3,0,3
knightridertr1,knightridertr1,,0,0,0,0,0,0,0,0,0
AFAMMERGRANADA,AFAMMERGRANADA,,0,0,0,0,0,0,0,0,0
LuisSanclement2,LuisSanclement2,,11,0,3,3,0,1317,0,3,3
TurismoUgt,TurismoUgt,,13,3,0,3,0,687,3,0,3
ji_criado,ji_criado,,6,0,2,2,0,1318,0,2,2
milhita13,milhita13,,0,0,0,0,0,0,0,0,0
pcarrallo,pcarrallo,,0,0,0,0,0,0,0,0,0
NuriaAmela,NuriaAmela,,0,0,0,0,0,0,0,0,0
jjizquierdo2012,jjizquierdo2012,,0,0,0,0,0,0,0,0,0
jorgefenor,jorgefenor,,4,0,2,2,0,1319,0,2,2
idcongress,idcongress,,0,0,0,0,0,0,0,0,0
catedra_mmit,catedra_mmit,,0,0,0,0,0,0,0,0,0
EASOPolitek,EASOPolitek,,0,0,0,0,0,0,0,0,0
HidrogenoAragon,HidrogenoAragon,,0,0,0,0,0,0,0,0,0
die_gomez17,die_gomez17,,0,0,0,0,0,0,0,0,0
CarmenCrespoPP,CarmenCrespoPP,,16,0,1,1,0,1320,0,1,1
Hipocrates_XXI,Hipocrates_XXI,,0,0,0,0,0,0,0,0,0
lseguraalbert,lseguraalbert,,0,0,0,0,0,0,0,0,0
ja_mancera,ja_mancera,,0,0,0,0,0,0,0,0,0
nasinandes,nasinandes,,0,0,0,0,0,0,0,0,0
madrimasd,madrimasd,,3,1,1,2,0,84,1,1,2
aeanunciantes,aeanunciantes,,9,2,0,2,0,587,2,0,2
xifreoliva,xifreoliva,,0,0,0,0,0,0,0,0,0
VitaVenturaR,VitaVenturaR,,0,0,0,0,0,0,0,0,0
Comgenero,Comgenero,,0,0,0,0,0,0,0,0,0
JoseMLeceta,JoseMLeceta,,0,0,0,0,0,0,0,0,0
satrian,satrian,,0,0,0,0,0,0,0,0,0
DanielAparicio,DanielAparicio,,12,0,2,2,0,1321,0,2,2
ManuelPeces,ManuelPeces,,0,0,0,0,0,0,0,0,0
imation4430,imation4430,,9,0,4,4,0,1323,0,4,4
cjuventudsoria,cjuventudsoria,,0,0,0,0,0,0,0,0,0
jjcastillomad,jjcastillomad,,0,0,0,0,0,0,0,0,0
SerNaves,SerNaves,,0,0,0,0,0,0,0,0,0
Gardeniers1,Gardeniers1,,10,1,0,1,0,1235,1,0,1
ChusBlasco,ChusBlasco,,0,0,0,0,0,0,0,0,0
AccentureSpain,AccentureSpain,,14,1,3,4,0,1304,1,3,4
rangeltarres,rangeltarres,,0,0,0,0,0,0,0,0,0
KPMG_ES,KPMG_ES,,9,6,0,6,0,183,6,0,6
plasenciajj,plasenciajj,,0,0,0,0,0,0,0,0,0
Marta_Soler_,Marta_Soler_,,0,0,0,0,0,0,0,0,0
frangp,frangp,,0,0,0,0,0,0,0,0,0
MJMas1,MJMas1,,0,0,0,0,0,0,0,0,0
unomas68510033,unomas68510033,,0,0,0,0,0,0,0,0,0
lasprovincias,lasprovincias,,13,1,0,1,0,1324,1,0,1
jacintovs71,jacintovs71,,0,0,0,0,0,0,0,0,0
libelium,libelium,,0,0,0,0,0,0,0,0,0
rosira_rosi,rosira_rosi,,0,0,0,0,0,0,0,0,0
ManuelCampanero,ManuelCampanero,,0,0,0,0,0,0,0,0,0
PalmeiroRicardo,PalmeiroRicardo,,0,0,0,0,0,0,0,0,0
VivianAcostaTLG,VivianAcostaTLG,,3,0,2,2,0,1325,0,2,2
aragontv,aragontv,,16,3,0,3,0,733,3,0,3
roxilng,roxilng,,0,0,0,0,0,0,0,0,0
caconavarro,caconavarro,,0,2,1,3,0,338,2,1,3
Feriasturias,Feriasturias,,16,0,1,1,0,1326,0,1,1
rlrrulo,rlrrulo,,0,0,0,0,0,0,0,0,0
UJIuniversitat,UJIuniversitat,,16,0,2,2,0,1327,0,2,2
FADE_COMUNICA,FADE_COMUNICA,,8,4,0,4,0,16,4,0,4
TEIMAS,TEIMAS,,2,6,0,6,0,67,6,0,6
HumanidadesUfv,HumanidadesUfv,,0,0,0,0,0,0,0,0,0
PetrusSariego,PetrusSariego,,0,0,0,0,0,0,0,0,0
DGCyL,DGCyL,,13,2,3,5,0,654,2,3,5
OttaviaDiCorsi,OttaviaDiCorsi,,0,0,0,0,0,0,0,0,0
Elisagijon,Elisagijon,,0,0,0,0,0,0,0,0,0
D_Morales_Alamo,D_Morales_Alamo,,0,0,0,0,0,0,0,0,0
aedhe_innova,aedhe_innova,,0,0,0,0,0,0,0,0,0
gotzon_twuber,gotzon_twuber,,0,0,0,0,0,0,0,0,0
byuleria,byuleria,,0,0,0,0,0,0,0,0,0
sdiazc39,sdiazc39,,0,0,0,0,0,0,0,0,0
rubricturf,rubricturf,,0,0,0,0,0,0,0,0,0
francisco_longo,francisco_longo,,0,0,0,0,0,0,0,0,0
jose_hg_08,jose_hg_08,,0,0,0,0,0,0,0,0,0
publico_es,publico_es,,11,6,0,6,0,226,6,0,6
movistarpro_es,movistarpro_es,,9,2,3,5,0,908,2,3,5
Renfe,Renfe,,2,0,4,4,0,1329,0,4,4
gpssenado,gpssenado,,13,6,0,6,0,567,6,0,6
daniescacena,daniescacena,,0,0,0,0,0,0,0,0,0
margomezlozano,margomezlozano,,0,0,0,0,0,0,0,0,0
Jose_Poyatos,Jose_Poyatos,,0,0,0,0,0,0,0,0,0
AYBAR1986,AYBAR1986,,0,0,0,0,0,0,0,0,0
andresdeltoro_,andresdeltoro_,,0,0,0,0,0,0,0,0,0
_minecogob,_minecogob,,13,13,0,13,0,485,13,0,13
RocioCarr2,RocioCarr2,,13,0,3,3,0,1331,0,3,3
DowIberica,DowIberica,,9,1,1,2,0,1332,1,1,2
psoe_m,psoe_m,,0,0,0,0,0,0,0,0,0
RevistaRIITE,RevistaRIITE,,0,0,0,0,0,0,0,0,0
Juanyyo4,Juanyyo4,,0,0,0,0,0,0,0,0,0
incarCSIC,incarCSIC,,0,0,0,0,0,0,0,0,0
FeZunzunegui,FeZunzunegui,,9,0,1,1,0,1333,0,1,1
MasContigoEspa1,MasContigoEspa1,,9,0,4,4,0,1339,0,4,4
lesteban,lesteban,,0,0,0,0,0,0,0,0,0
StarWarsSpain,StarWarsSpain,,0,0,0,0,0,0,0,0,0
Coolthestyle,Coolthestyle,,0,0,0,0,0,0,0,0,0
joseman52,joseman52,,4,0,2,2,0,1340,0,2,2
amnistiaespana,amnistiaespana,,6,4,1,5,0,1341,4,1,5
SasaMusiic,SasaMusiic,,0,0,0,0,0,0,0,0,0
luisamatias0167,luisamatias0167,,0,0,0,0,0,0,0,0,0
monstersdragons,monstersdragons,,0,0,0,0,0,0,0,0,0
QuintanillaCarm,QuintanillaCarm,,0,0,0,0,0,0,0,0,0
MujeresaSeguir,MujeresaSeguir,,16,5,0,5,0,97,5,0,5
UEMC_ColegioIES,UEMC_ColegioIES,,0,0,0,0,0,0,0,0,0
valenciactiva_,valenciactiva_,,10,8,1,9,0,128,8,1,9
AlbertoAlcocer,AlbertoAlcocer,,9,4,0,4,0,317,4,0,4
NavantiaOficial,NavantiaOficial,,0,0,0,0,0,0,0,0,0
Emprendedores,Emprendedores,,10,2,0,2,0,1342,2,0,2
aroamasacorral,aroamasacorral,,0,0,0,0,0,0,0,0,0
alimentosVALL,alimentosVALL,,0,0,0,0,0,0,0,0,0
MejorarSanidad,MejorarSanidad,,1,0,2,2,0,1344,0,2,2
FLC_Prevencion,FLC_Prevencion,,4,1,1,2,0,177,1,1,2
holded_ES,holded_ES,,9,2,2,4,0,160,2,2,4
GijonCon,GijonCon,,0,0,0,0,0,0,0,0,0
BegoIzAl,BegoIzAl,,0,0,0,0,0,0,0,0,0
ndres_lastra,ndres_lastra,,0,0,0,0,0,0,0,0,0
empenha,empenha,,0,0,0,0,0,0,0,0,0
casasbiedma,casasbiedma,,0,0,0,0,0,0,0,0,0
CarFuribunda,CarFuribunda,,0,0,0,0,0,0,0,0,0
AnaReyesAlv,AnaReyesAlv,,0,0,0,0,0,0,0,0,0
AngelNinoQ,AngelNinoQ,,4,17,3,20,0,93,17,3,20
MarotoReyes,MarotoReyes,,13,7,1,8,0,235,7,1,8
IMMedicoHosp,IMMedicoHosp,,0,0,0,0,0,0,0,0,0
SSTurismo,SSTurismo,,9,0,2,2,0,1346,0,2,2
navarroangel,navarroangel,,0,0,0,0,0,0,0,0,0
nolo14,nolo14,,3,1,1,2,0,1286,1,1,2
zybel6,zybel6,,0,0,0,0,0,0,0,0,0
jgandoni,jgandoni,,11,0,2,2,0,1347,0,2,2
DiMoVill,DiMoVill,,3,0,2,2,0,1349,0,2,2
GDGCartagena,GDGCartagena,,0,0,0,0,0,0,0,0,0
diegoarroyom,diegoarroyom,,0,0,0,0,0,0,0,0,0
joar49,joar49,,0,0,0,0,0,0,0,0,0
Deharu93,Deharu93,,0,0,0,0,0,0,0,0,0
quimeti73,quimeti73,,0,0,0,0,0,0,0,0,0
PTEPA1,PTEPA1,,0,0,0,0,0,0,0,0,0
UPV,UPV,,10,0,2,2,0,1350,0,2,2
londones,londones,,0,0,0,0,0,0,0,0,0
Rmgadea,Rmgadea,,0,0,0,0,0,0,0,0,0
Nani_efg,Nani_efg,,10,0,3,3,0,1351,0,3,3
ChecheJr58,ChecheJr58,,0,0,0,0,0,0,0,0,0
juandiegolopez4,juandiegolopez4,,0,0,0,0,0,0,0,0,0
esmihuella,esmihuella,,15,0,2,2,0,1353,0,2,2
444344,444344,,0,0,0,0,0,0,0,0,0
BICAraba,BICAraba,,9,0,2,2,0,1354,0,2,2
DirectivosdeEsp,DirectivosdeEsp,,14,0,3,3,0,1355,0,3,3
V5gValencia,V5gValencia,,10,6,2,8,0,128,6,2,8
Rosmugo,Rosmugo,,0,0,0,0,0,0,0,0,0
podemosalbacete,podemosalbacete,,0,0,0,0,0,0,0,0,0
ugtelemadrid,ugtelemadrid,,0,0,0,0,0,0,0,0,0
txellaymerich,txellaymerich,,0,0,0,0,0,0,0,0,0
SofiaMoreno_es,SofiaMoreno_es,,9,2,0,2,0,780,2,0,2
LifeStyleBego,LifeStyleBego,,7,0,3,3,0,1357,0,3,3
pcabrera7,pcabrera7,,9,0,2,2,0,1359,0,2,2
fabadiabadenas,fabadiabadenas,,0,0,0,0,0,0,0,0,0
